i,j,mes,caudal_m3s,vol_Hm3,energia_MWh
afluente_Embalse,Embalse,1,46.195748,119.739378,0.000000
afluente_Embalse,Embalse,2,32.088484,83.173351,0.000000
afluente_Embalse,Embalse,3,30.120304,78.071827,0.000000
afluente_Embalse,Embalse,4,37.890278,98.211601,0.000000
afluente_Embalse,Embalse,5,41.106820,106.548878,0.000000
afluente_Embalse,Embalse,6,149.934122,388.629244,0.000000
afluente_Embalse,Embalse,7,176.755170,458.149401,0.000000
afluente_Embalse,Embalse,8,71.507314,185.346958,0.000000
afluente_Embalse,Embalse,9,91.334699,236.739540,0.000000
afluente_Embalse,Embalse,10,110.572914,286.604993,0.000000
afluente_Embalse,Embalse,11,108.157733,280.344845,0.000000
afluente_Embalse,Embalse,12,88.489655,229.365186,0.000000
afluente_Abanico,control_Abanico,1,5.683261,14.731012,0.000000
afluente_Abanico,control_Abanico,2,3.740475,9.695312,0.000000
afluente_Abanico,control_Abanico,3,4.104774,10.639574,0.000000
afluente_Abanico,control_Abanico,4,4.015022,10.406937,0.000000
afluente_Abanico,control_Abanico,5,3.163327,8.199343,0.000000
afluente_Abanico,control_Abanico,6,5.718115,14.821353,0.000000
afluente_Abanico,control_Abanico,7,4.609419,11.947615,0.000000
afluente_Abanico,control_Abanico,8,4.724660,12.246320,0.000000
afluente_Abanico,control_Abanico,9,5.514994,14.294865,0.000000
afluente_Abanico,control_Abanico,10,5.563300,14.420074,0.000000
afluente_Abanico,control_Abanico,11,5.937909,15.391060,0.000000
afluente_Abanico,control_Abanico,12,5.718249,14.821700,0.000000
afluente_Antuco,control_Antuco,1,25.443048,65.948381,0.000000
afluente_Antuco,control_Antuco,2,16.545640,42.886299,0.000000
afluente_Antuco,control_Antuco,3,11.674386,30.260009,0.000000
afluente_Antuco,control_Antuco,4,15.328684,39.731949,0.000000
afluente_Antuco,control_Antuco,5,27.170361,70.425576,0.000000
afluente_Antuco,control_Antuco,6,145.059624,375.994547,0.000000
afluente_Antuco,control_Antuco,7,158.337927,410.411906,0.000000
afluente_Antuco,control_Antuco,8,79.421434,205.860357,0.000000
afluente_Antuco,control_Antuco,9,87.669483,227.239300,0.000000
afluente_Antuco,control_Antuco,10,88.932584,230.513258,0.000000
afluente_Antuco,control_Antuco,11,64.367296,166.840031,0.000000
afluente_Antuco,control_Antuco,12,44.064362,114.214826,0.000000
afluente_Canecol,control_Canecol,1,4.453553,11.543610,0.000000
afluente_Canecol,control_Canecol,2,0.868854,2.252070,0.000000
afluente_Canecol,control_Canecol,3,0.500000,1.296000,0.000000
afluente_Canecol,control_Canecol,4,3.580777,9.281374,0.000000
afluente_Canecol,control_Canecol,5,8.396443,21.763580,0.000000
afluente_Canecol,control_Canecol,6,53.943239,139.820875,0.000000
afluente_Canecol,control_Canecol,7,51.572688,133.676408,0.000000
afluente_Canecol,control_Canecol,8,27.629032,71.614452,0.000000
afluente_Canecol,control_Canecol,9,27.930667,72.396288,0.000000
afluente_Canecol,control_Canecol,10,19.037742,49.345827,0.000000
afluente_Canecol,control_Canecol,11,16.797569,43.539300,0.000000
afluente_Canecol,control_Canecol,12,15.409617,39.941727,0.000000
afluente_Tucapel,control_Tucapel,1,23.273683,60.325386,0.000000
afluente_Tucapel,control_Tucapel,2,18.157432,47.064064,0.000000
afluente_Tucapel,control_Tucapel,3,12.659923,32.814521,0.000000
afluente_Tucapel,control_Tucapel,4,12.333833,31.969294,0.000000
afluente_Tucapel,control_Tucapel,5,14.159472,36.701352,0.000000
afluente_Tucapel,control_Tucapel,6,47.822454,123.955801,0.000000
afluente_Tucapel,control_Tucapel,7,92.177057,238.922931,0.000000
afluente_Tucapel,control_Tucapel,8,96.575806,250.324489,0.000000
afluente_Tucapel,control_Tucapel,9,77.035666,199.676445,0.000000
afluente_Tucapel,control_Tucapel,10,48.120522,124.728394,0.000000
afluente_Tucapel,control_Tucapel,11,29.006928,75.185957,0.000000
afluente_Tucapel,control_Tucapel,12,30.610586,79.342638,0.000000
afluente_Laja_I,control_Laja_I,1,2.850000,7.387200,0.000000
afluente_Laja_I,control_Laja_I,2,1.000000,2.592000,0.000000
afluente_Laja_I,control_Laja_I,3,1.000000,2.592000,0.000000
afluente_Laja_I,control_Laja_I,4,5.480000,14.204160,0.000000
afluente_Laja_I,control_Laja_I,5,2.480000,6.428160,0.000000
afluente_Laja_I,control_Laja_I,6,32.470000,84.162240,0.000000
afluente_Laja_I,control_Laja_I,7,89.870000,232.943040,0.000000
afluente_Laja_I,control_Laja_I,8,14.060000,36.443520,0.000000
afluente_Laja_I,control_Laja_I,9,3.200000,8.294400,0.000000
afluente_Laja_I,control_Laja_I,10,1.680000,4.354560,0.000000
afluente_Laja_I,control_Laja_I,11,2.140000,5.546880,0.000000
afluente_Laja_I,control_Laja_I,12,9.940000,25.764480,0.000000
Embalse,ElToro,1,0.000000,0.000000,0.000000
Embalse,ElToro,2,0.000000,0.000000,0.000000
Embalse,ElToro,3,0.000000,0.000000,0.000000
Embalse,ElToro,4,2.164895,5.611407,10.391494
Embalse,ElToro,5,0.000000,0.000000,0.000000
Embalse,ElToro,6,0.000000,0.000000,0.000000
Embalse,ElToro,7,0.000000,0.000000,0.000000
Embalse,ElToro,8,0.000000,0.000000,0.000000
Embalse,ElToro,9,0.000000,0.000000,0.000000
Embalse,ElToro,10,0.000000,0.000000,0.000000
Embalse,ElToro,11,-0.000000,-0.000000,-0.000000
Embalse,ElToro,12,24.841278,64.388593,119.238136
control_Abanico,Abanico,1,29.394865,76.191491,35.273838
control_Abanico,Abanico,2,27.452080,71.155791,32.942496
control_Abanico,Abanico,3,27.816378,72.100052,33.379654
control_Abanico,Abanico,4,27.726626,71.867416,33.271952
control_Abanico,Abanico,5,26.874931,69.659822,32.249918
control_Abanico,Abanico,6,29.429719,76.281832,35.315663
control_Abanico,Abanico,7,34.718469,89.990271,41.662163
control_Abanico,Abanico,8,34.833710,90.288976,41.800452
control_Abanico,Abanico,9,35.624044,92.337522,42.748853
control_Abanico,Abanico,10,35.672350,92.462731,42.806820
control_Abanico,Abanico,11,36.046959,93.433717,43.256350
control_Abanico,Abanico,12,35.827298,92.864357,42.992758
control_Antuco,Antuco,1,54.837914,142.139873,87.740662
control_Antuco,Antuco,2,43.997720,114.042090,70.396352
control_Antuco,Antuco,3,39.490764,102.360061,63.185223
control_Antuco,Antuco,4,45.220205,117.210771,72.352328
control_Antuco,Antuco,5,54.045293,140.085399,86.472468
control_Antuco,Antuco,6,174.489344,452.276379,279.182950
control_Antuco,Antuco,7,193.056396,500.402177,308.890233
control_Antuco,Antuco,8,114.255144,296.149333,182.808230
control_Antuco,Antuco,9,123.293527,319.576822,197.269643
control_Antuco,Antuco,10,124.604934,322.975989,199.367894
control_Antuco,Antuco,11,100.414255,260.273748,160.662807
control_Antuco,Antuco,12,104.732939,271.467777,167.572702
control_Rucue,Rucue,1,54.837914,142.139873,70.192530
control_Rucue,Rucue,2,43.997720,114.042090,56.317082
control_Rucue,Rucue,3,39.490764,102.360061,50.548178
