i,j,mes,caudal_m3s,vol_Hm3,energia_MWh
afluente_Embalse,Embalse,1,42.030000,108.941760,0.000000
afluente_Embalse,Embalse,2,26.460000,68.584320,0.000000
afluente_Embalse,Embalse,3,26.930000,69.802560,0.000000
afluente_Embalse,Embalse,4,23.410000,60.678720,0.000000
afluente_Embalse,Embalse,5,30.160000,78.174720,0.000000
afluente_Embalse,Embalse,6,65.510000,169.801920,0.000000
afluente_Embalse,Embalse,7,49.020000,127.059840,0.000000
afluente_Embalse,Embalse,8,44.720000,115.914240,0.000000
afluente_Embalse,Embalse,9,68.830000,178.407360,0.000000
afluente_Embalse,Embalse,10,96.220000,249.402240,0.000000
afluente_Embalse,Embalse,11,117.925743,305.663526,0.000000
afluente_Embalse,Embalse,12,75.570000,195.877440,0.000000
afluente_Abanico,control_Abanico,1,4.200000,10.886400,0.000000
afluente_Abanico,control_Abanico,2,3.900000,10.108800,0.000000
afluente_Abanico,control_Abanico,3,3.600000,9.331200,0.000000
afluente_Abanico,control_Abanico,4,4.000000,10.368000,0.000000
afluente_Abanico,control_Abanico,5,4.000000,10.368000,0.000000
afluente_Abanico,control_Abanico,6,4.800000,12.441600,0.000000
afluente_Abanico,control_Abanico,7,3.900000,10.108800,0.000000
afluente_Abanico,control_Abanico,8,3.100000,8.035200,0.000000
afluente_Abanico,control_Abanico,9,3.000000,7.776000,0.000000
afluente_Abanico,control_Abanico,10,4.700000,12.182400,0.000000
afluente_Abanico,control_Abanico,11,5.600000,14.515200,0.000000
afluente_Abanico,control_Abanico,12,5.100000,13.219200,0.000000
afluente_Antuco,control_Antuco,1,17.670000,45.800640,0.000000
afluente_Antuco,control_Antuco,2,15.440000,40.020480,0.000000
afluente_Antuco,control_Antuco,3,6.670000,17.288640,0.000000
afluente_Antuco,control_Antuco,4,8.690000,22.524480,0.000000
afluente_Antuco,control_Antuco,5,3.240000,8.398080,0.000000
afluente_Antuco,control_Antuco,6,60.612772,157.108306,0.000000
afluente_Antuco,control_Antuco,7,34.180000,88.594560,0.000000
afluente_Antuco,control_Antuco,8,36.880000,95.592960,0.000000
afluente_Antuco,control_Antuco,9,56.696939,146.958466,0.000000
afluente_Antuco,control_Antuco,10,96.985690,251.386909,0.000000
afluente_Antuco,control_Antuco,11,77.674257,201.331674,0.000000
afluente_Antuco,control_Antuco,12,42.830000,111.015360,0.000000
afluente_Canecol,control_Canecol,1,5.002090,12.965418,0.000000
afluente_Canecol,control_Canecol,2,3.624282,9.394139,0.000000
afluente_Canecol,control_Canecol,3,3.365207,8.722616,0.000000
afluente_Canecol,control_Canecol,4,3.175855,8.231816,0.000000
afluente_Canecol,control_Canecol,5,3.712345,9.622398,0.000000
afluente_Canecol,control_Canecol,6,22.686165,58.802539,0.000000
afluente_Canecol,control_Canecol,7,12.368593,32.059394,0.000000
afluente_Canecol,control_Canecol,8,12.050779,31.235619,0.000000
afluente_Canecol,control_Canecol,9,14.098617,36.543615,0.000000
afluente_Canecol,control_Canecol,10,25.131286,65.140293,0.000000
afluente_Canecol,control_Canecol,11,15.017456,38.925245,0.000000
afluente_Canecol,control_Canecol,12,8.990140,23.302443,0.000000
afluente_Tucapel,control_Tucapel,1,31.497910,81.642582,0.000000
afluente_Tucapel,control_Tucapel,2,25.315718,65.618341,0.000000
afluente_Tucapel,control_Tucapel,3,23.554793,61.054024,0.000000
afluente_Tucapel,control_Tucapel,4,14.264145,36.972664,0.000000
afluente_Tucapel,control_Tucapel,5,14.967655,38.796162,0.000000
afluente_Tucapel,control_Tucapel,6,38.031063,98.576515,0.000000
afluente_Tucapel,control_Tucapel,7,23.071407,59.801086,0.000000
afluente_Tucapel,control_Tucapel,8,24.109221,62.491101,0.000000
afluente_Tucapel,control_Tucapel,9,19.634444,50.892479,0.000000
afluente_Tucapel,control_Tucapel,10,36.283024,94.045599,0.000000
afluente_Tucapel,control_Tucapel,11,26.932544,69.809155,0.000000
afluente_Tucapel,control_Tucapel,12,28.079860,72.782997,0.000000
afluente_Laja_I,control_Laja_I,1,2.620000,6.791040,0.000000
afluente_Laja_I,control_Laja_I,2,1.660000,4.302720,0.000000
afluente_Laja_I,control_Laja_I,3,1.840000,4.769280,0.000000
afluente_Laja_I,control_Laja_I,4,2.010000,5.209920,0.000000
afluente_Laja_I,control_Laja_I,5,2.400000,6.220800,0.000000
afluente_Laja_I,control_Laja_I,6,33.700000,87.350400,0.000000
afluente_Laja_I,control_Laja_I,7,30.520000,79.107840,0.000000
afluente_Laja_I,control_Laja_I,8,21.900000,56.764800,0.000000
afluente_Laja_I,control_Laja_I,9,9.930000,25.738560,0.000000
afluente_Laja_I,control_Laja_I,10,2.740000,7.102080,0.000000
afluente_Laja_I,control_Laja_I,11,9.370000,24.287040,0.000000
afluente_Laja_I,control_Laja_I,12,8.480000,21.980160,0.000000
Embalse,ElToro,1,0.000000,0.000000,0.000000
Embalse,ElToro,2,0.000000,0.000000,0.000000
Embalse,ElToro,3,0.000000,0.000000,0.000000
Embalse,ElToro,4,0.000000,0.000000,0.000000
Embalse,ElToro,5,0.000000,0.000000,0.000000
Embalse,ElToro,6,0.000000,0.000000,0.000000
Embalse,ElToro,7,0.000000,0.000000,0.000000
Embalse,ElToro,8,0.000000,0.000000,0.000000
Embalse,ElToro,9,-0.000000,-0.000000,-0.000000
Embalse,ElToro,10,0.000000,0.000000,0.000000
Embalse,ElToro,11,0.000000,0.000000,0.000000
Embalse,ElToro,12,27.006173,70.000000,129.629630
control_Abanico,Abanico,1,27.911604,72.346879,33.493925
control_Abanico,Abanico,2,27.611604,71.569279,33.133925
control_Abanico,Abanico,3,27.311604,70.791679,32.773925
control_Abanico,Abanico,4,27.711604,71.828479,33.253925
control_Abanico,Abanico,5,27.711604,71.828479,33.253925
control_Abanico,Abanico,6,28.511604,73.902079,34.213925
control_Abanico,Abanico,7,27.611604,71.569279,33.133925
control_Abanico,Abanico,8,26.811604,69.495679,32.173925
control_Abanico,Abanico,9,26.711604,69.236479,32.053925
control_Abanico,Abanico,10,29.745936,77.101467,35.695124
control_Abanico,Abanico,11,35.709050,92.557856,42.850859
control_Abanico,Abanico,12,35.209050,91.261856,42.250859
control_Antuco,Antuco,1,45.581604,118.147519,72.930567
control_Antuco,Antuco,2,43.051604,111.589759,68.882567
control_Antuco,Antuco,3,33.981604,88.080319,54.370567
control_Antuco,Antuco,4,36.401604,94.352959,58.242567
control_Antuco,Antuco,5,30.951604,80.226559,49.522567
control_Antuco,Antuco,6,89.124377,231.010385,142.599003
control_Antuco,Antuco,7,61.791604,160.163839,98.866567
control_Antuco,Antuco,8,63.691604,165.088639,101.906567
control_Antuco,Antuco,9,83.408543,216.194945,133.453669
control_Antuco,Antuco,10,126.731626,328.488376,202.770602
control_Antuco,Antuco,11,113.383307,293.889531,181.413291
control_Antuco,Antuco,12,105.045222,272.277216,168.072356
control_Rucue,Rucue,1,45.581604,118.147519,58.344454
control_Rucue,Rucue,2,43.051604,111.589759,55.106054
control_Rucue,Rucue,3,33.981604,88.080319,43.496454
control_Rucue,Rucue,4,36.401604,94.352959,46.594054
control_Rucue,Rucue,5,30.951604,80.226559,39.618054
control_Rucue,Rucue,6,89.124377,231.010385,114.079202
control_Rucue,Rucue,7,61.791604,160.163839,79.093254
control_Rucue,Rucue,8,63.691604,165.088639,81.525254
control_Rucue,Rucue,9,83.408543,216.194945,106.762936
control_Rucue,Rucue,10,126.731626,328.488376,162.216482
control_Rucue,Rucue,11,113.383307,293.889531,145.130633
control_Rucue,Rucue,12,105.045222,272.277216,134.457885
control_Quilleco,Quilleco,1,45.581604,118.147519,25.069882
control_Quilleco,Quilleco,2,43.051604,111.589759,23.678382
control_Quilleco,Quilleco,3,33.981604,88.080319,18.689882
control_Quilleco,Quilleco,4,36.401604,94.352959,20.020882
control_Quilleco,Quilleco,5,30.951604,80.226559,17.023382
control_Quilleco,Quilleco,6,89.124377,231.010385,49.018407
