i,j,mes,caudal_m3s,vol_Hm3,energia_MWh
afluente_Embalse,Embalse,1,90.792676,235.334615,0.000000
afluente_Embalse,Embalse,2,37.800543,97.979007,0.000000
afluente_Embalse,Embalse,3,21.202022,54.955641,0.000000
afluente_Embalse,Embalse,4,15.372776,39.846236,0.000000
afluente_Embalse,Embalse,5,53.331890,138.236258,0.000000
afluente_Embalse,Embalse,6,104.121459,269.882821,0.000000
afluente_Embalse,Embalse,7,117.645342,304.936725,0.000000
afluente_Embalse,Embalse,8,69.135772,179.199922,0.000000
afluente_Embalse,Embalse,9,132.555843,343.584746,0.000000
afluente_Embalse,Embalse,10,140.085455,363.101499,0.000000
afluente_Embalse,Embalse,11,159.783406,414.158589,0.000000
afluente_Embalse,Embalse,12,160.562783,416.178733,0.000000
afluente_Abanico,control_Abanico,1,8.246000,21.373632,0.000000
afluente_Abanico,control_Abanico,2,7.857000,20.365344,0.000000
afluente_Abanico,control_Abanico,3,6.518500,16.895952,0.000000
afluente_Abanico,control_Abanico,4,3.172000,8.221824,0.000000
afluente_Abanico,control_Abanico,5,4.840000,12.545280,0.000000
afluente_Abanico,control_Abanico,6,7.964000,20.642688,0.000000
afluente_Abanico,control_Abanico,7,8.476000,21.969792,0.000000
afluente_Abanico,control_Abanico,8,6.816000,17.667072,0.000000
afluente_Abanico,control_Abanico,9,6.336000,16.422912,0.000000
afluente_Abanico,control_Abanico,10,7.233000,18.747936,0.000000
afluente_Abanico,control_Abanico,11,7.971000,20.660832,0.000000
afluente_Abanico,control_Abanico,12,8.993500,23.311152,0.000000
afluente_Antuco,control_Antuco,1,52.944388,137.231854,0.000000
afluente_Antuco,control_Antuco,2,27.418620,71.069063,0.000000
afluente_Antuco,control_Antuco,3,14.786160,38.325727,0.000000
afluente_Antuco,control_Antuco,4,8.390500,21.748176,0.000000
afluente_Antuco,control_Antuco,5,45.763580,118.619199,0.000000
afluente_Antuco,control_Antuco,6,98.667253,255.745519,0.000000
afluente_Antuco,control_Antuco,7,110.867550,287.368690,0.000000
afluente_Antuco,control_Antuco,8,70.907999,183.793532,0.000000
afluente_Antuco,control_Antuco,9,110.703755,286.944133,0.000000
afluente_Antuco,control_Antuco,10,105.157104,272.567215,0.000000
afluente_Antuco,control_Antuco,11,90.872096,235.540474,0.000000
afluente_Antuco,control_Antuco,12,98.800000,256.089600,0.000000
afluente_Canecol,control_Canecol,1,7.310235,18.948129,0.000000
afluente_Canecol,control_Canecol,2,4.437730,11.502597,0.000000
afluente_Canecol,control_Canecol,3,4.355194,11.288662,0.000000
afluente_Canecol,control_Canecol,4,3.592997,9.313048,0.000000
afluente_Canecol,control_Canecol,5,19.414475,50.322319,0.000000
afluente_Canecol,control_Canecol,6,40.588742,105.206018,0.000000
afluente_Canecol,control_Canecol,7,54.287182,140.712376,0.000000
afluente_Canecol,control_Canecol,8,23.430527,60.731926,0.000000
afluente_Canecol,control_Canecol,9,31.754749,82.308311,0.000000
afluente_Canecol,control_Canecol,10,35.075984,90.916951,0.000000
afluente_Canecol,control_Canecol,11,20.811902,53.944449,0.000000
afluente_Canecol,control_Canecol,12,14.215729,36.847171,0.000000
afluente_Tucapel,control_Tucapel,1,36.884220,95.603899,0.000000
afluente_Tucapel,control_Tucapel,2,27.032526,70.068308,0.000000
afluente_Tucapel,control_Tucapel,3,31.233166,80.956366,0.000000
afluente_Tucapel,control_Tucapel,4,15.526236,40.244002,0.000000
afluente_Tucapel,control_Tucapel,5,54.279017,140.691213,0.000000
afluente_Tucapel,control_Tucapel,6,105.998327,274.747662,0.000000
afluente_Tucapel,control_Tucapel,7,172.100635,446.084847,0.000000
afluente_Tucapel,control_Tucapel,8,56.477437,146.389517,0.000000
afluente_Tucapel,control_Tucapel,9,62.909164,163.060554,0.000000
afluente_Tucapel,control_Tucapel,10,90.405560,234.331211,0.000000
afluente_Tucapel,control_Tucapel,11,64.766805,167.875558,0.000000
afluente_Tucapel,control_Tucapel,12,48.642841,126.082244,0.000000
afluente_Laja_I,control_Laja_I,1,12.100000,31.363200,0.000000
afluente_Laja_I,control_Laja_I,2,11.120000,28.823040,0.000000
afluente_Laja_I,control_Laja_I,3,3.470000,8.994240,0.000000
afluente_Laja_I,control_Laja_I,4,9.910000,25.686720,0.000000
afluente_Laja_I,control_Laja_I,5,14.970000,38.802240,0.000000
afluente_Laja_I,control_Laja_I,6,110.670000,286.856640,0.000000
afluente_Laja_I,control_Laja_I,7,77.840000,201.761280,0.000000
afluente_Laja_I,control_Laja_I,8,40.100000,103.939200,0.000000
afluente_Laja_I,control_Laja_I,9,67.400000,174.700800,0.000000
afluente_Laja_I,control_Laja_I,10,35.870000,92.975040,0.000000
afluente_Laja_I,control_Laja_I,11,3.230000,8.372160,0.000000
afluente_Laja_I,control_Laja_I,12,3.190000,8.268480,0.000000
Embalse,ElToro,1,0.000000,0.000000,0.000000
Embalse,ElToro,2,0.000000,0.000000,0.000000
Embalse,ElToro,3,0.000000,0.000000,0.000000
Embalse,ElToro,4,0.000000,0.000000,0.000000
Embalse,ElToro,5,27.006173,70.000000,129.629630
Embalse,ElToro,6,0.000000,0.000000,0.000000
Embalse,ElToro,7,0.000000,0.000000,0.000000
Embalse,ElToro,8,0.000000,0.000000,0.000000
Embalse,ElToro,9,0.000000,0.000000,0.000000
Embalse,ElToro,10,0.000000,0.000000,0.000000
Embalse,ElToro,11,0.000000,0.000000,0.000000
Embalse,ElToro,12,0.000000,0.000000,0.000000
