i,j,mes,caudal_m3s,vol_Hm3,energia_MWh
afluente_Embalse,Embalse,1,34.730000,90.020160,0.000000
afluente_Embalse,Embalse,2,32.850000,85.147200,0.000000
afluente_Embalse,Embalse,3,24.890000,64.514880,0.000000
afluente_Embalse,Embalse,4,17.820000,46.189440,0.000000
afluente_Embalse,Embalse,5,35.680000,92.482560,0.000000
afluente_Embalse,Embalse,6,61.320000,158.941440,0.000000
afluente_Embalse,Embalse,7,40.750000,105.624000,0.000000
afluente_Embalse,Embalse,8,42.770000,110.859840,0.000000
afluente_Embalse,Embalse,9,45.710000,118.480320,0.000000
afluente_Embalse,Embalse,10,105.248004,272.802827,0.000000
afluente_Embalse,Embalse,11,129.255701,335.030777,0.000000
afluente_Embalse,Embalse,12,75.470000,195.618240,0.000000
afluente_Abanico,control_Abanico,1,2.800000,7.257600,0.000000
afluente_Abanico,control_Abanico,2,3.000000,7.776000,0.000000
afluente_Abanico,control_Abanico,3,2.200000,5.702400,0.000000
afluente_Abanico,control_Abanico,4,2.100000,5.443200,0.000000
afluente_Abanico,control_Abanico,5,2.600000,6.739200,0.000000
afluente_Abanico,control_Abanico,6,3.500000,9.072000,0.000000
afluente_Abanico,control_Abanico,7,2.800000,7.257600,0.000000
afluente_Abanico,control_Abanico,8,2.900000,7.516800,0.000000
afluente_Abanico,control_Abanico,9,2.800000,7.257600,0.000000
afluente_Abanico,control_Abanico,10,3.900000,10.108800,0.000000
afluente_Abanico,control_Abanico,11,4.600000,11.923200,0.000000
afluente_Abanico,control_Abanico,12,4.100000,10.627200,0.000000
afluente_Antuco,control_Antuco,1,23.470000,60.834240,0.000000
afluente_Antuco,control_Antuco,2,19.750000,51.192000,0.000000
afluente_Antuco,control_Antuco,3,12.610000,32.685120,0.000000
afluente_Antuco,control_Antuco,4,9.580000,24.831360,0.000000
afluente_Antuco,control_Antuco,5,26.520000,68.739840,0.000000
afluente_Antuco,control_Antuco,6,82.678727,214.303261,0.000000
afluente_Antuco,control_Antuco,7,56.050000,145.281600,0.000000
afluente_Antuco,control_Antuco,8,56.130000,145.488960,0.000000
afluente_Antuco,control_Antuco,9,49.690000,128.796480,0.000000
afluente_Antuco,control_Antuco,10,76.251996,197.645173,0.000000
afluente_Antuco,control_Antuco,11,77.144299,199.958023,0.000000
afluente_Antuco,control_Antuco,12,47.230000,122.420160,0.000000
afluente_Canecol,control_Canecol,1,4.558837,11.816506,0.000000
afluente_Canecol,control_Canecol,2,3.790061,9.823837,0.000000
afluente_Canecol,control_Canecol,3,3.124650,8.099093,0.000000
afluente_Canecol,control_Canecol,4,3.459702,8.967548,0.000000
afluente_Canecol,control_Canecol,5,8.110631,21.022755,0.000000
afluente_Canecol,control_Canecol,6,32.466248,84.152515,0.000000
afluente_Canecol,control_Canecol,7,20.807112,53.932034,0.000000
afluente_Canecol,control_Canecol,8,16.624359,43.090339,0.000000
afluente_Canecol,control_Canecol,9,17.758371,46.029697,0.000000
afluente_Canecol,control_Canecol,10,14.753663,38.241495,0.000000
afluente_Canecol,control_Canecol,11,13.964158,36.195097,0.000000
afluente_Canecol,control_Canecol,12,8.190953,21.230950,0.000000
afluente_Tucapel,control_Tucapel,1,22.851163,59.230214,0.000000
afluente_Tucapel,control_Tucapel,2,14.849939,38.491043,0.000000
afluente_Tucapel,control_Tucapel,3,23.705350,61.444267,0.000000
afluente_Tucapel,control_Tucapel,4,10.330298,26.776132,0.000000
afluente_Tucapel,control_Tucapel,5,3.069369,7.955805,0.000000
afluente_Tucapel,control_Tucapel,6,38.475025,99.727264,0.000000
afluente_Tucapel,control_Tucapel,7,32.032888,83.029246,0.000000
afluente_Tucapel,control_Tucapel,8,34.035641,88.220381,0.000000
afluente_Tucapel,control_Tucapel,9,37.281629,96.633983,0.000000
afluente_Tucapel,control_Tucapel,10,8.646337,22.411305,0.000000
afluente_Tucapel,control_Tucapel,11,22.535842,58.412903,0.000000
afluente_Tucapel,control_Tucapel,12,24.679047,63.968090,0.000000
afluente_Laja_I,control_Laja_I,1,4.850000,12.571200,0.000000
afluente_Laja_I,control_Laja_I,2,12.500000,32.400000,0.000000
afluente_Laja_I,control_Laja_I,3,3.520000,9.123840,0.000000
afluente_Laja_I,control_Laja_I,4,6.210000,16.096320,0.000000
afluente_Laja_I,control_Laja_I,5,15.030000,38.957760,0.000000
afluente_Laja_I,control_Laja_I,6,38.600000,100.051200,0.000000
afluente_Laja_I,control_Laja_I,7,32.650000,84.628800,0.000000
afluente_Laja_I,control_Laja_I,8,27.610000,71.565120,0.000000
afluente_Laja_I,control_Laja_I,9,18.900000,48.988800,0.000000
afluente_Laja_I,control_Laja_I,10,10.940000,28.356480,0.000000
afluente_Laja_I,control_Laja_I,11,7.090000,18.377280,0.000000
afluente_Laja_I,control_Laja_I,12,15.680000,40.642560,0.000000
Embalse,ElToro,1,0.000000,0.000000,0.000000
Embalse,ElToro,2,0.000000,0.000000,0.000000
Embalse,ElToro,3,0.000000,0.000000,0.000000
Embalse,ElToro,4,0.000000,0.000000,0.000000
Embalse,ElToro,5,11.750725,30.457880,56.403481
Embalse,ElToro,6,0.000000,0.000000,0.000000
Embalse,ElToro,7,0.000000,0.000000,0.000000
Embalse,ElToro,8,0.000000,0.000000,0.000000
Embalse,ElToro,9,0.000000,0.000000,0.000000
Embalse,ElToro,10,0.000000,0.000000,0.000000
Embalse,ElToro,11,0.000000,0.000000,0.000000
Embalse,ElToro,12,15.255448,39.542120,73.226148
control_Abanico,Abanico,1,26.511604,68.718079,31.813925
control_Abanico,Abanico,2,26.711604,69.236479,32.053925
control_Abanico,Abanico,3,25.911604,67.162879,31.093925
control_Abanico,Abanico,4,25.811604,66.903679,30.973925
control_Abanico,Abanico,5,26.311604,68.199679,31.573925
control_Abanico,Abanico,6,27.211604,70.532479,32.653925
control_Abanico,Abanico,7,26.511604,68.718079,31.813925
control_Abanico,Abanico,8,26.611604,68.977279,31.933925
control_Abanico,Abanico,9,26.511604,68.718079,31.813925
control_Abanico,Abanico,10,27.611604,71.569279,33.133925
control_Abanico,Abanico,11,34.709050,89.965856,41.650859
control_Abanico,Abanico,12,34.209050,88.669856,41.050859
control_Antuco,Antuco,1,49.981604,129.552319,79.970567
control_Antuco,Antuco,2,46.461604,120.428479,74.338567
control_Antuco,Antuco,3,38.521604,99.847999,61.634567
control_Antuco,Antuco,4,35.391604,91.735039,56.626567
control_Antuco,Antuco,5,64.582330,167.397399,103.331728
control_Antuco,Antuco,6,109.890332,284.835739,175.824531
control_Antuco,Antuco,7,82.561604,213.999679,132.098567
control_Antuco,Antuco,8,82.741604,214.466239,132.386567
control_Antuco,Antuco,9,76.201604,197.514559,121.922567
control_Antuco,Antuco,10,103.863600,269.214452,166.181760
control_Antuco,Antuco,11,111.853348,289.923879,178.965358
control_Antuco,Antuco,12,96.694497,250.632137,154.711195
control_Rucue,Rucue,1,49.981604,129.552319,63.976454
control_Rucue,Rucue,2,46.461604,120.428479,59.470854
control_Rucue,Rucue,3,38.521604,99.847999,49.307654
control_Rucue,Rucue,4,35.391604,91.735039,45.301254
control_Rucue,Rucue,5,64.582330,167.397399,82.665382
control_Rucue,Rucue,6,109.890332,284.835739,140.659624
control_Rucue,Rucue,7,82.561604,213.999679,105.678854
control_Rucue,Rucue,8,82.741604,214.466239,105.909254
control_Rucue,Rucue,9,76.201604,197.514559,97.538054
control_Rucue,Rucue,10,103.863600,269.214452,132.945408
control_Rucue,Rucue,11,111.853348,289.923879,143.172286
control_Rucue,Rucue,12,96.694497,250.632137,123.768956
control_Quilleco,Quilleco,1,49.981604,129.552319,27.489882
control_Quilleco,Quilleco,2,46.461604,120.428479,25.553882
control_Quilleco,Quilleco,3,38.521604,99.847999,21.186882
control_Quilleco,Quilleco,4,35.391604,91.735039,19.465382
control_Quilleco,Quilleco,5,64.582330,167.397399,35.520281
control_Quilleco,Quilleco,6,109.890332,284.835739,60.439682
control_Quilleco,Quilleco,7,82.561604,213.999679,45.408882
control_Quilleco,Quilleco,8,82.741604,214.466239,45.507882
control_Quilleco,Quilleco,9,76.201604,197.514559,41.910882
control_Quilleco,Quilleco,10,103.863600,269.214452,57.124980
control_Quilleco,Quilleco,11,111.853348,289.923879,61.519342
control_Quilleco,Quilleco,12,96.694497,250.632137,53.181973
control_CanalLaja,CanalLaja,1,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,2,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,3,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,4,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,5,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,6,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,7,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,8,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,9,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,10,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,11,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,12,20.000000,51.840000,0.000000
control_ElDiuto,ElDiuto,1,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,2,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,3,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,4,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,5,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,6,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,7,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,8,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,9,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,10,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,11,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,12,20.000000,51.840000,3.250000
control_Laja_I,Laja_I,1,62.241604,161.330239,8.527100
control_Laja_I,Laja_I,2,57.601604,149.303359,7.891420
control_Laja_I,Laja_I,3,48.871604,126.675199,6.695410
control_Laja_I,Laja_I,4,35.391604,91.735039,4.848650
control_Laja_I,Laja_I,5,70.792330,183.493719,9.698549
control_Laja_I,Laja_I,6,199.431604,516.926719,27.322130
control_Laja_I,Laja_I,7,148.051604,383.749759,20.283070
control_Laja_I,Laja_I,8,141.011604,365.502079,19.318590
control_Laja_I,Laja_I,9,130.141604,337.327039,17.829400
control_Laja_I,Laja_I,10,118.203600,306.383732,16.193893
control_Laja_I,Laja_I,11,135.443348,351.069159,18.555739
control_Laja_I,Laja_I,12,125.244497,324.633737,17.158496
AltoPolc,Embalse,1,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,2,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,3,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,4,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,5,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,6,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,7,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,8,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,9,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,10,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,11,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,12,-0.000000,-0.000000,0.000000
Embalse,control_FiltracionesLaja,1,23.711604,61.460479,0.000000
Embalse,control_FiltracionesLaja,2,23.711604,61.460479,0.000000
Embalse,control_FiltracionesLaja,3,23.711604,61.460479,0.000000
Embalse,control_FiltracionesLaja,4,23.711604,61.460479,0.000000
Embalse,control_FiltracionesLaja,5,23.711604,61.460479,0.000000
Embalse,control_FiltracionesLaja,6,23.711604,61.460479,0.000000
Embalse,control_FiltracionesLaja,7,23.711604,61.460479,0.000000
Embalse,control_FiltracionesLaja,8,23.711604,61.460479,0.000000
Embalse,control_FiltracionesLaja,9,23.711604,61.460479,0.000000
Embalse,control_FiltracionesLaja,10,23.711604,61.460479,0.000000
Embalse,control_FiltracionesLaja,11,30.109050,78.042656,0.000000
Embalse,control_FiltracionesLaja,12,30.109050,78.042656,0.000000
control_FiltracionesLaja,FiltracionesLaja,1,23.711604,61.460479,0.000000
control_FiltracionesLaja,FiltracionesLaja,2,23.711604,61.460479,0.000000
control_FiltracionesLaja,FiltracionesLaja,3,23.711604,61.460479,0.000000
control_FiltracionesLaja,FiltracionesLaja,4,23.711604,61.460479,0.000000
control_FiltracionesLaja,FiltracionesLaja,5,23.711604,61.460479,0.000000
control_FiltracionesLaja,FiltracionesLaja,6,23.711604,61.460479,0.000000
control_FiltracionesLaja,FiltracionesLaja,7,23.711604,61.460479,0.000000
control_FiltracionesLaja,FiltracionesLaja,8,23.711604,61.460479,0.000000
control_FiltracionesLaja,FiltracionesLaja,9,23.711604,61.460479,0.000000
control_FiltracionesLaja,FiltracionesLaja,10,23.711604,61.460479,0.000000
control_FiltracionesLaja,FiltracionesLaja,11,30.109050,78.042656,0.000000
control_FiltracionesLaja,FiltracionesLaja,12,30.109050,78.042656,0.000000
FiltracionesLaja,control_Abanico,1,23.711604,61.460479,0.000000
FiltracionesLaja,control_Abanico,2,23.711604,61.460479,0.000000
FiltracionesLaja,control_Abanico,3,23.711604,61.460479,0.000000
FiltracionesLaja,control_Abanico,4,23.711604,61.460479,0.000000
FiltracionesLaja,control_Abanico,5,23.711604,61.460479,0.000000
FiltracionesLaja,control_Abanico,6,23.711604,61.460479,0.000000
FiltracionesLaja,control_Abanico,7,23.711604,61.460479,0.000000
FiltracionesLaja,control_Abanico,8,23.711604,61.460479,0.000000
FiltracionesLaja,control_Abanico,9,23.711604,61.460479,0.000000
FiltracionesLaja,control_Abanico,10,23.711604,61.460479,0.000000
FiltracionesLaja,control_Abanico,11,30.109050,78.042656,0.000000
FiltracionesLaja,control_Abanico,12,30.109050,78.042656,0.000000
Abanico,control_Antuco,1,26.511604,68.718079,0.000000
Abanico,control_Antuco,2,26.711604,69.236479,0.000000
Abanico,control_Antuco,3,25.911604,67.162879,0.000000
Abanico,control_Antuco,4,25.811604,66.903679,0.000000
Abanico,control_Antuco,5,26.311604,68.199679,0.000000
Abanico,control_Antuco,6,27.211604,70.532479,0.000000
Abanico,control_Antuco,7,26.511604,68.718079,0.000000
Abanico,control_Antuco,8,26.611604,68.977279,0.000000
Abanico,control_Antuco,9,26.511604,68.718079,0.000000
Abanico,control_Antuco,10,27.611604,71.569279,0.000000
Abanico,control_Antuco,11,34.709050,89.965856,0.000000
Abanico,control_Antuco,12,34.209050,88.669856,0.000000
ElToro,control_Antuco,1,0.000000,0.000000,0.000000
ElToro,control_Antuco,2,0.000000,0.000000,0.000000
ElToro,control_Antuco,3,0.000000,0.000000,0.000000
ElToro,control_Antuco,4,0.000000,0.000000,0.000000
ElToro,control_Antuco,5,11.750725,30.457880,0.000000
ElToro,control_Antuco,6,0.000000,0.000000,0.000000
ElToro,control_Antuco,7,0.000000,0.000000,0.000000
ElToro,control_Antuco,8,0.000000,0.000000,0.000000
ElToro,control_Antuco,9,0.000000,0.000000,0.000000
ElToro,control_Antuco,10,0.000000,0.000000,0.000000
ElToro,control_Antuco,11,0.000000,0.000000,0.000000
