i,j,mes,caudal_m3s,vol_Hm3,energia_MWh
afluente_Embalse,Embalse,1,54.320000,140.797440,0.000000
afluente_Embalse,Embalse,2,29.130000,75.504960,0.000000
afluente_Embalse,Embalse,3,28.820000,74.701440,0.000000
afluente_Embalse,Embalse,4,19.490000,50.518080,0.000000
afluente_Embalse,Embalse,5,61.970000,160.626240,0.000000
afluente_Embalse,Embalse,6,68.050000,176.385600,0.000000
afluente_Embalse,Embalse,7,71.320000,184.861440,0.000000
afluente_Embalse,Embalse,8,46.800000,121.305600,0.000000
afluente_Embalse,Embalse,9,82.174356,212.995930,0.000000
afluente_Embalse,Embalse,10,140.554678,364.317727,0.000000
afluente_Embalse,Embalse,11,185.500000,480.816000,0.000000
afluente_Embalse,Embalse,12,136.012235,352.543712,0.000000
afluente_Abanico,control_Abanico,1,7.800000,20.217600,0.000000
afluente_Abanico,control_Abanico,2,7.200000,18.662400,0.000000
afluente_Abanico,control_Abanico,3,6.700000,17.366400,0.000000
afluente_Abanico,control_Abanico,4,3.800000,9.849600,0.000000
afluente_Abanico,control_Abanico,5,5.700000,14.774400,0.000000
afluente_Abanico,control_Abanico,6,6.000000,15.552000,0.000000
afluente_Abanico,control_Abanico,7,6.500000,16.848000,0.000000
afluente_Abanico,control_Abanico,8,5.600000,14.515200,0.000000
afluente_Abanico,control_Abanico,9,6.400000,16.588800,0.000000
afluente_Abanico,control_Abanico,10,7.500000,19.440000,0.000000
afluente_Abanico,control_Abanico,11,9.300000,24.105600,0.000000
afluente_Abanico,control_Abanico,12,9.600000,24.883200,0.000000
afluente_Antuco,control_Antuco,1,32.380000,83.928960,0.000000
afluente_Antuco,control_Antuco,2,23.470000,60.834240,0.000000
afluente_Antuco,control_Antuco,3,11.780000,30.533760,0.000000
afluente_Antuco,control_Antuco,4,14.010000,36.313920,0.000000
afluente_Antuco,control_Antuco,5,48.319335,125.243716,0.000000
afluente_Antuco,control_Antuco,6,64.913401,168.255534,0.000000
afluente_Antuco,control_Antuco,7,102.580000,265.887360,0.000000
afluente_Antuco,control_Antuco,8,65.885752,170.775868,0.000000
afluente_Antuco,control_Antuco,9,100.655479,260.899002,0.000000
afluente_Antuco,control_Antuco,10,115.007078,298.098346,0.000000
afluente_Antuco,control_Antuco,11,126.332721,327.454413,0.000000
afluente_Antuco,control_Antuco,12,85.187765,220.806688,0.000000
afluente_Canecol,control_Canecol,1,5.738381,14.873884,0.000000
afluente_Canecol,control_Canecol,2,3.642845,9.442254,0.000000
afluente_Canecol,control_Canecol,3,3.122176,8.092680,0.000000
afluente_Canecol,control_Canecol,4,5.656087,14.660576,0.000000
afluente_Canecol,control_Canecol,5,20.301102,52.620455,0.000000
afluente_Canecol,control_Canecol,6,22.514804,58.358372,0.000000
afluente_Canecol,control_Canecol,7,42.586996,110.385494,0.000000
afluente_Canecol,control_Canecol,8,25.883827,67.090879,0.000000
afluente_Canecol,control_Canecol,9,23.304872,60.406227,0.000000
afluente_Canecol,control_Canecol,10,24.282797,62.941009,0.000000
afluente_Canecol,control_Canecol,11,22.937619,59.454309,0.000000
afluente_Canecol,control_Canecol,12,14.950258,38.751068,0.000000
afluente_Tucapel,control_Tucapel,1,30.781619,79.785956,0.000000
afluente_Tucapel,control_Tucapel,2,10.197155,26.431026,0.000000
afluente_Tucapel,control_Tucapel,3,8.907824,23.089080,0.000000
afluente_Tucapel,control_Tucapel,4,22.123913,57.345184,0.000000
afluente_Tucapel,control_Tucapel,5,27.869564,72.237909,0.000000
afluente_Tucapel,control_Tucapel,6,36.301796,94.094254,0.000000
afluente_Tucapel,control_Tucapel,7,75.393004,195.418666,0.000000
afluente_Tucapel,control_Tucapel,8,56.930422,147.563653,0.000000
afluente_Tucapel,control_Tucapel,9,41.785294,108.307481,0.000000
afluente_Tucapel,control_Tucapel,10,34.025447,88.193959,0.000000
afluente_Tucapel,control_Tucapel,11,41.019660,106.322958,0.000000
afluente_Tucapel,control_Tucapel,12,53.879742,139.656292,0.000000
afluente_Laja_I,control_Laja_I,1,1.120000,2.903040,0.000000
afluente_Laja_I,control_Laja_I,2,3.320000,8.605440,0.000000
afluente_Laja_I,control_Laja_I,3,3.120000,8.087040,0.000000
afluente_Laja_I,control_Laja_I,4,5.430000,14.074560,0.000000
afluente_Laja_I,control_Laja_I,5,38.670000,100.232640,0.000000
afluente_Laja_I,control_Laja_I,6,57.030000,147.821760,0.000000
afluente_Laja_I,control_Laja_I,7,115.550000,299.505600,0.000000
afluente_Laja_I,control_Laja_I,8,97.520000,252.771840,0.000000
afluente_Laja_I,control_Laja_I,9,50.900000,131.932800,0.000000
afluente_Laja_I,control_Laja_I,10,52.290000,135.535680,0.000000
afluente_Laja_I,control_Laja_I,11,29.030000,75.245760,0.000000
afluente_Laja_I,control_Laja_I,12,2.970000,7.698240,0.000000
Embalse,ElToro,1,27.006173,70.000000,129.629630
Embalse,ElToro,2,0.000000,0.000000,0.000000
Embalse,ElToro,3,0.000000,0.000000,0.000000
Embalse,ElToro,4,0.000000,0.000000,0.000000
Embalse,ElToro,5,0.000000,0.000000,0.000000
Embalse,ElToro,6,0.000000,0.000000,0.000000
Embalse,ElToro,7,0.000000,0.000000,0.000000
Embalse,ElToro,8,0.000000,0.000000,0.000000
Embalse,ElToro,9,0.000000,0.000000,0.000000
Embalse,ElToro,10,0.000000,0.000000,0.000000
Embalse,ElToro,11,0.000000,0.000000,0.000000
Embalse,ElToro,12,0.000000,0.000000,0.000000
control_Abanico,Abanico,1,31.511604,81.678079,37.813925
control_Abanico,Abanico,2,30.911604,80.122879,37.093925
control_Abanico,Abanico,3,30.411604,78.826879,36.493925
control_Abanico,Abanico,4,27.511604,71.310079,33.013925
control_Abanico,Abanico,5,29.411604,76.234879,35.293925
control_Abanico,Abanico,6,29.711604,77.012479,35.653925
control_Abanico,Abanico,7,30.211604,78.308479,36.253925
control_Abanico,Abanico,8,30.645936,79.434267,36.775124
control_Abanico,Abanico,9,31.445936,81.507867,37.735124
control_Abanico,Abanico,10,37.609050,97.482656,45.130859
control_Abanico,Abanico,11,39.409050,102.148256,47.290859
control_Abanico,Abanico,12,39.709050,102.925856,47.650859
control_Antuco,Antuco,1,90.897777,235.607039,145.436444
control_Antuco,Antuco,2,54.381604,140.957119,87.010567
control_Antuco,Antuco,3,42.191604,109.360639,67.506567
control_Antuco,Antuco,4,41.521604,107.623999,66.434567
control_Antuco,Antuco,5,77.730939,201.478595,124.369503
control_Antuco,Antuco,6,94.625005,245.268013,151.400008
control_Antuco,Antuco,7,132.791604,344.195839,212.466567
control_Antuco,Antuco,8,96.531688,250.210135,154.450700
control_Antuco,Antuco,9,132.101415,342.406869,211.362265
control_Antuco,Antuco,10,152.616127,395.581002,244.185804
control_Antuco,Antuco,11,165.741771,429.602670,265.186833
control_Antuco,Antuco,12,124.896815,323.732544,199.834904
control_Rucue,Rucue,1,90.897777,235.607039,116.349155
control_Rucue,Rucue,2,54.381604,140.957119,69.608454
control_Rucue,Rucue,3,42.191604,109.360639,54.005254
control_Rucue,Rucue,4,41.521604,107.623999,53.147654
control_Rucue,Rucue,5,77.730939,201.478595,99.495602
control_Rucue,Rucue,6,94.625005,245.268013,121.120006
control_Rucue,Rucue,7,132.791604,344.195839,169.973254
control_Rucue,Rucue,8,96.531688,250.210135,123.560560
control_Rucue,Rucue,9,132.101415,342.406869,169.089812
control_Rucue,Rucue,10,139.400000,361.324800,178.432000
control_Rucue,Rucue,11,139.400000,361.324800,178.432000
control_Rucue,Rucue,12,124.896815,323.732544,159.867923
control_Quilleco,Quilleco,1,90.897777,235.607039,49.993778
control_Quilleco,Quilleco,2,54.381604,140.957119,29.909882
control_Quilleco,Quilleco,3,42.191604,109.360639,23.205382
control_Quilleco,Quilleco,4,41.521604,107.623999,22.836882
control_Quilleco,Quilleco,5,77.730939,201.478595,42.752017
control_Quilleco,Quilleco,6,94.625005,245.268013,52.043753
control_Quilleco,Quilleco,7,127.300000,329.961600,70.015000
control_Quilleco,Quilleco,8,96.531688,250.210135,53.092428
control_Quilleco,Quilleco,9,127.300000,329.961600,70.015000
control_Quilleco,Quilleco,10,127.300000,329.961600,70.015000
control_Quilleco,Quilleco,11,127.300000,329.961600,70.015000
control_Quilleco,Quilleco,12,124.896815,323.732544,68.693248
control_CanalLaja,CanalLaja,1,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,2,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,3,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,4,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,5,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,6,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,7,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,8,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,9,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,10,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,11,20.000000,51.840000,0.000000
control_CanalLaja,CanalLaja,12,20.000000,51.840000,0.000000
control_ElDiuto,ElDiuto,1,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,2,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,3,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,4,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,5,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,6,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,7,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,8,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,9,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,10,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,11,20.000000,51.840000,3.250000
control_ElDiuto,ElDiuto,12,20.000000,51.840000,3.250000
control_Laja_I,Laja_I,1,108.537777,281.329919,14.869675
control_Laja_I,Laja_I,2,51.541604,133.595839,7.061200
control_Laja_I,Laja_I,3,37.341604,96.789439,5.115800
control_Laja_I,Laja_I,4,54.731604,141.864319,7.498230
control_Laja_I,Laja_I,5,144.571604,374.729599,19.806310
control_Laja_I,Laja_I,6,190.471604,493.702399,26.094610
control_Laja_I,Laja_I,7,250.400000,649.036800,34.304800
control_Laja_I,Laja_I,8,250.400000,649.036800,34.304800
control_Laja_I,Laja_I,9,228.091581,591.213377,31.248547
control_Laja_I,Laja_I,10,243.214371,630.411650,33.320369
control_Laja_I,Laja_I,11,238.729050,618.785696,32.705880
control_Laja_I,Laja_I,12,176.696815,457.998144,24.207464
AltoPolc,Embalse,1,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,2,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,3,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,4,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,5,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,6,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,7,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,8,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,9,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,10,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,11,-0.000000,-0.000000,0.000000
AltoPolc,Embalse,12,-0.000000,-0.000000,0.000000
Embalse,control_FiltracionesLaja,1,23.711604,61.460479,0.000000
Embalse,control_FiltracionesLaja,2,23.711604,61.460479,0.000000
Embalse,control_FiltracionesLaja,3,23.711604,61.460479,0.000000
Embalse,control_FiltracionesLaja,4,23.711604,61.460479,0.000000
Embalse,control_FiltracionesLaja,5,23.711604,61.460479,0.000000
Embalse,control_FiltracionesLaja,6,23.711604,61.460479,0.000000
Embalse,control_FiltracionesLaja,7,23.711604,61.460479,0.000000
Embalse,control_FiltracionesLaja,8,25.045936,64.919067,0.000000
Embalse,control_FiltracionesLaja,9,25.045936,64.919067,0.000000
Embalse,control_FiltracionesLaja,10,30.109050,78.042656,0.000000
Embalse,control_FiltracionesLaja,11,30.109050,78.042656,0.000000
Embalse,control_FiltracionesLaja,12,30.109050,78.042656,0.000000
control_FiltracionesLaja,FiltracionesLaja,1,23.711604,61.460479,0.000000
control_FiltracionesLaja,FiltracionesLaja,2,23.711604,61.460479,0.000000
control_FiltracionesLaja,FiltracionesLaja,3,23.711604,61.460479,0.000000
control_FiltracionesLaja,FiltracionesLaja,4,23.711604,61.460479,0.000000
control_FiltracionesLaja,FiltracionesLaja,5,23.711604,61.460479,0.000000
control_FiltracionesLaja,FiltracionesLaja,6,23.711604,61.460479,0.000000
control_FiltracionesLaja,FiltracionesLaja,7,23.711604,61.460479,0.000000
control_FiltracionesLaja,FiltracionesLaja,8,25.045936,64.919067,0.000000
control_FiltracionesLaja,FiltracionesLaja,9,25.045936,64.919067,0.000000
control_FiltracionesLaja,FiltracionesLaja,10,30.109050,78.042656,0.000000
control_FiltracionesLaja,FiltracionesLaja,11,30.109050,78.042656,0.000000
control_FiltracionesLaja,FiltracionesLaja,12,30.109050,78.042656,0.000000
FiltracionesLaja,control_Abanico,1,23.711604,61.460479,0.000000
FiltracionesLaja,control_Abanico,2,23.711604,61.460479,0.000000
FiltracionesLaja,control_Abanico,3,23.711604,61.460479,0.000000
FiltracionesLaja,control_Abanico,4,23.711604,61.460479,0.000000
FiltracionesLaja,control_Abanico,5,23.711604,61.460479,0.000000
FiltracionesLaja,control_Abanico,6,23.711604,61.460479,0.000000
FiltracionesLaja,control_Abanico,7,23.711604,61.460479,0.000000
FiltracionesLaja,control_Abanico,8,25.045936,64.919067,0.000000
FiltracionesLaja,control_Abanico,9,25.045936,64.919067,0.000000
FiltracionesLaja,control_Abanico,10,30.109050,78.042656,0.000000
FiltracionesLaja,control_Abanico,11,30.109050,78.042656,0.000000
FiltracionesLaja,control_Abanico,12,30.109050,78.042656,0.000000
Abanico,control_Antuco,1,31.511604,81.678079,0.000000
Abanico,control_Antuco,2,30.911604,80.122879,0.000000
Abanico,control_Antuco,3,30.411604,78.826879,0.000000
Abanico,control_Antuco,4,27.511604,71.310079,0.000000
Abanico,control_Antuco,5,29.411604,76.234879,0.000000
Abanico,control_Antuco,6,29.711604,77.012479,0.000000
Abanico,control_Antuco,7,30.211604,78.308479,0.000000
Abanico,control_Antuco,8,30.645936,79.434267,0.000000
Abanico,control_Antuco,9,31.445936,81.507867,0.000000
Abanico,control_Antuco,10,37.609050,97.482656,0.000000
Abanico,control_Antuco,11,39.409050,102.148256,0.000000
Abanico,control_Antuco,12,39.709050,102.925856,0.000000
ElToro,control_Antuco,1,27.006173,70.000000,0.000000
ElToro,control_Antuco,2,0.000000,0.000000,0.000000
ElToro,control_Antuco,3,0.000000,0.000000,0.000000
ElToro,control_Antuco,4,0.000000,0.000000,0.000000
ElToro,control_Antuco,5,0.000000,0.000000,0.000000
ElToro,control_Antuco,6,0.000000,0.000000,0.000000
ElToro,control_Antuco,7,0.000000,0.000000,0.000000
ElToro,control_Antuco,8,0.000000,0.000000,0.000000
ElToro,control_Antuco,9,0.000000,0.000000,0.000000
ElToro,control_Antuco,10,0.000000,0.000000,0.000000
ElToro,control_Antuco,11,0.000000,0.000000,0.000000
ElToro,control_Antuco,12,0.000000,0.000000,0.000000
Antuco,control_Riegzaco,1,90.897777,235.607039,0.000000
Antuco,control_Riegzaco,2,54.381604,140.957119,0.000000
Antuco,control_Riegzaco,3,42.191604,109.360639,0.000000
Antuco,control_Riegzaco,4,41.521604,107.623999,0.000000
Antuco,control_Riegzaco,5,77.730939,201.478595,0.000000
Antuco,control_Riegzaco,6,94.625005,245.268013,0.000000
Antuco,control_Riegzaco,7,132.791604,344.195839,0.000000
Antuco,control_Riegzaco,8,96.531688,250.210135,0.000000
Antuco,control_Riegzaco,9,132.101415,342.406869,0.000000
Antuco,control_Riegzaco,10,152.616127,395.581002,0.000000
Antuco,control_Riegzaco,11,165.741771,429.602670,0.000000
Antuco,control_Riegzaco,12,124.896815,323.732544,0.000000
control_Riegzaco,Riegazaco,1,0.000000,0.000000,0.000000
control_Riegzaco,Riegazaco,2,0.000000,0.000000,0.000000
control_Riegzaco,Riegazaco,3,0.000000,0.000000,0.000000
control_Riegzaco,Riegazaco,4,0.000000,0.000000,0.000000
control_Riegzaco,Riegazaco,5,0.000000,0.000000,0.000000
control_Riegzaco,Riegazaco,6,0.000000,0.000000,0.000000
control_Riegzaco,Riegazaco,7,0.000000,0.000000,0.000000
control_Riegzaco,Riegazaco,8,0.000000,0.000000,0.000000
control_Riegzaco,Riegazaco,9,0.000000,0.000000,0.000000
control_Riegzaco,Riegazaco,10,0.000000,0.000000,0.000000
control_Riegzaco,Riegazaco,11,0.000000,0.000000,0.000000
control_Riegzaco,Riegazaco,12,0.000000,0.000000,0.000000
Riegazaco,NodoMar,1,0.000000,0.000000,0.000000
Riegazaco,NodoMar,2,0.000000,0.000000,0.000000
Riegazaco,NodoMar,3,0.000000,0.000000,0.000000
Riegazaco,NodoMar,4,0.000000,0.000000,0.000000
Riegazaco,NodoMar,5,0.000000,0.000000,0.000000
Riegazaco,NodoMar,6,0.000000,0.000000,0.000000
Riegazaco,NodoMar,7,0.000000,0.000000,0.000000
Riegazaco,NodoMar,8,0.000000,0.000000,0.000000
Riegazaco,NodoMar,9,0.000000,0.000000,0.000000
Riegazaco,NodoMar,10,0.000000,0.000000,0.000000
Riegazaco,NodoMar,11,0.000000,0.000000,0.000000
Riegazaco,NodoMar,12,0.000000,0.000000,0.000000
control_Clajrucue,Clajrucue,1,90.897777,235.607039,0.000000
control_Clajrucue,Clajrucue,2,54.381604,140.957119,0.000000
control_Clajrucue,Clajrucue,3,42.191604,109.360639,0.000000
control_Clajrucue,Clajrucue,4,41.521604,107.623999,0.000000
control_Clajrucue,Clajrucue,5,77.730939,201.478595,0.000000
control_Clajrucue,Clajrucue,6,94.625005,245.268013,0.000000
control_Clajrucue,Clajrucue,7,132.791604,344.195839,0.000000
control_Clajrucue,Clajrucue,8,96.531688,250.210135,0.000000
control_Clajrucue,Clajrucue,9,132.101415,342.406869,0.000000
control_Clajrucue,Clajrucue,10,139.400000,361.324800,0.000000
control_Clajrucue,Clajrucue,11,139.400000,361.324800,0.000000
control_Clajrucue,Clajrucue,12,124.896815,323.732544,0.000000
Clajrucue,control_Rucue,1,90.897777,235.607039,0.000000
Clajrucue,control_Rucue,2,54.381604,140.957119,0.000000
Clajrucue,control_Rucue,3,42.191604,109.360639,0.000000
Clajrucue,control_Rucue,4,41.521604,107.623999,0.000000
Clajrucue,control_Rucue,5,77.730939,201.478595,0.000000
Clajrucue,control_Rucue,6,94.625005,245.268013,0.000000
Clajrucue,control_Rucue,7,132.791604,344.195839,0.000000
Clajrucue,control_Rucue,8,96.531688,250.210135,0.000000
Clajrucue,control_Rucue,9,132.101415,342.406869,0.000000
Clajrucue,control_Rucue,10,139.400000,361.324800,0.000000
Clajrucue,control_Rucue,11,139.400000,361.324800,0.000000
Clajrucue,control_Rucue,12,124.896815,323.732544,0.000000
control_Canrucue,Canrucue,1,-0.000000,-0.000000,0.000000
control_Canrucue,Canrucue,2,-0.000000,-0.000000,0.000000
control_Canrucue,Canrucue,3,-0.000000,-0.000000,0.000000
control_Canrucue,Canrucue,4,-0.000000,-0.000000,0.000000
control_Canrucue,Canrucue,5,-0.000000,-0.000000,0.000000
control_Canrucue,Canrucue,6,-0.000000,-0.000000,0.000000
control_Canrucue,Canrucue,7,-0.000000,-0.000000,0.000000
control_Canrucue,Canrucue,8,-0.000000,-0.000000,0.000000
control_Canrucue,Canrucue,9,-0.000000,-0.000000,0.000000
control_Canrucue,Canrucue,10,-0.000000,-0.000000,0.000000
control_Canrucue,Canrucue,11,-0.000000,-0.000000,0.000000
control_Canrucue,Canrucue,12,-0.000000,-0.000000,0.000000
Canrucue,control_Rucue,1,-0.000000,-0.000000,0.000000
Canrucue,control_Rucue,2,-0.000000,-0.000000,0.000000
Canrucue,control_Rucue,3,-0.000000,-0.000000,0.000000
Canrucue,control_Rucue,4,-0.000000,-0.000000,0.000000
Canrucue,control_Rucue,5,-0.000000,-0.000000,0.000000
Canrucue,control_Rucue,6,-0.000000,-0.000000,0.000000
Canrucue,control_Rucue,7,-0.000000,-0.000000,0.000000
Canrucue,control_Rucue,8,-0.000000,-0.000000,0.000000
Canrucue,control_Rucue,9,-0.000000,-0.000000,0.000000
Canrucue,control_Rucue,10,-0.000000,-0.000000,0.000000
Canrucue,control_Rucue,11,-0.000000,-0.000000,0.000000
Canrucue,control_Rucue,12,-0.000000,-0.000000,0.000000
Rucue,control_Quilleco,1,90.897777,235.607039,0.000000
Rucue,control_Quilleco,2,54.381604,140.957119,0.000000
Rucue,control_Quilleco,3,42.191604,109.360639,0.000000
Rucue,control_Quilleco,4,41.521604,107.623999,0.000000
Rucue,control_Quilleco,5,77.730939,201.478595,0.000000
